ph,turbidity,conductivity,chlorine,temperature,pressure,flow,Risk_Index,Probable_Cause
6.01,1.44,657.09,0.64,18.9,2.92,160.4,72,Corrosion
7.32,0.33,347.78,1.29,17.3,3.33,298.84,5,Normal
7.71,4.83,1122.73,0.03,18.1,2.51,288.75,80,Contamination
7.64,0.28,267.07,0.63,22.99,3.14,286.49,13,Normal
7.22,0.55,335.96,0.84,14.53,2.78,280.15,9,Normal
6.14,1.7,1421.99,1.03,12.19,1.81,208.75,55,Corrosion
7.41,0.6,388.92,0.82,12.29,2.88,249.38,5,Normal
5.84,3.56,745.75,0.98,18.29,2.37,199.4,56,Corrosion
7.52,0.31,394.25,1.61,17.94,3.03,342.04,3,Normal
7.18,0.7,195.37,0.96,8.74,3.05,288.19,6,Normal
7.61,0.64,347.39,0.88,16.14,2.83,298.38,1,Normal
6.4,1.84,810.47,0.71,25.47,3.04,317.92,75,Corrosion
6.31,3.17,994.71,0.91,11.65,2.94,243.5,58,Corrosion
7.36,0.78,476.32,1.18,6.26,1.07,42.85,47,Pression Faible
7.27,0.44,535.58,1.06,13.54,3.28,284.09,3,Normal
6.6,6.79,1683.89,0.09,20.27,3.73,263.38,85,Contamination
6.97,0.53,551.5,0.72,20.26,2.57,293.94,2,Normal
7.25,0.32,337.88,1.24,19.32,2.37,309.01,8,Normal
7.17,0.52,368.32,0.61,19.63,3.35,294.8,0,Normal
7.05,0.38,141.43,1.11,17.34,3.04,295.68,15,Normal
7.24,0.33,350.04,0.95,17.09,3.41,288.54,3,Normal
6.89,0.51,601.15,0.71,17.66,3.4,282.0,8,Normal
5.72,2.96,970.64,1.01,22.22,2.87,178.47,50,Corrosion
7.53,1.32,576.72,0.08,21.18,2.09,35.47,65,Stagnation
8.2,0.73,445.2,0.74,11.16,1.33,80.56,23,Pression Faible
6.48,0.82,441.6,1.02,13.73,3.12,322.57,0,Normal
7.32,0.71,529.53,1.6,12.49,2.83,318.06,8,Normal
6.97,0.61,447.52,1.17,18.83,1.14,89.26,35,Pression Faible
6.1,2.51,736.8,0.52,18.0,2.47,143.38,69,Corrosion
7.19,0.79,120.51,0.91,17.03,2.45,289.33,11,Normal
7.04,0.7,409.76,0.0,19.59,2.48,52.27,50,Stagnation
7.43,1.1,479.73,0.69,15.93,1.53,96.57,46,Pression Faible
7.26,0.6,646.29,1.25,14.05,2.98,247.29,11,Normal
8.44,2.0,458.32,0.32,23.26,2.37,39.06,52,Stagnation
7.66,1.62,313.09,0.02,24.98,3.01,44.15,51,Stagnation
8.77,7.15,1352.13,0.0,15.68,2.3,283.93,83,Contamination
6.58,0.72,438.84,0.39,14.43,3.59,293.72,12,Normal
5.6,1.07,548.87,0.96,14.7,2.66,224.22,78,Corrosion
7.16,0.43,431.61,0.47,12.73,1.5,87.52,20,Pression Faible
7.77,2.28,444.03,0.1,21.47,2.37,19.89,67,Stagnation
7.23,0.57,441.08,1.02,17.78,3.01,279.53,7,Normal
6.92,0.19,546.04,0.79,12.22,2.87,286.08,15,Normal
7.69,0.43,663.34,1.02,21.17,3.27,318.05,6,Normal
7.67,0.72,463.47,1.7,13.5,2.7,266.19,10,Normal
7.73,0.79,347.47,0.29,14.38,2.7,275.3,11,Normal
6.16,2.78,1764.96,0.02,23.65,2.83,243.46,90,Contamination
7.7,1.0,429.29,0.11,20.38,2.01,29.49,47,Stagnation
7.89,0.75,465.4,0.25,21.82,2.53,30.55,52,Stagnation
5.73,1.71,702.15,0.91,18.27,3.12,227.29,75,Corrosion
7.53,0.56,407.07,0.0,12.55,2.54,331.35,13,Normal
7.23,0.48,430.44,0.47,11.87,0.99,90.8,50,Pression Faible
7.62,0.62,532.25,0.91,15.71,1.18,76.05,41,Pression Faible
7.35,7.48,934.62,0.04,24.68,2.95,314.33,83,Contamination
6.4,2.1,893.21,1.05,19.72,1.85,205.8,59,Corrosion
7.1,1.14,357.73,0.17,22.34,2.77,39.53,62,Stagnation
7.4,0.43,410.43,0.86,10.91,3.29,295.8,1,Normal
6.75,0.61,377.61,0.38,10.88,2.79,310.53,2,Normal
7.44,0.65,460.29,0.99,20.17,3.21,311.11,14,Normal
7.37,0.42,394.28,0.38,13.84,3.53,307.42,14,Normal
7.23,1.1,435.78,0.66,15.07,0.86,83.67,35,Pression Faible
7.16,1.66,398.98,0.02,21.77,2.61,17.93,47,Stagnation
7.04,0.52,533.84,0.24,16.85,2.88,275.27,5,Normal
5.73,2.21,1024.16,0.64,20.98,3.05,261.88,71,Corrosion
7.43,1.79,583.6,0.0,20.6,2.69,39.37,43,Stagnation
7.11,0.35,407.86,1.44,15.12,2.62,305.48,0,Normal
7.43,0.48,525.82,1.26,14.81,3.01,207.91,10,Normal
7.56,0.7,360.0,0.74,16.37,0.86,60.32,44,Pression Faible
7.18,0.37,433.52,0.82,19.79,3.21,334.04,8,Normal
7.26,2.4,406.1,0.03,23.41,2.56,21.82,70,Stagnation
8.76,7.95,1201.2,0.17,21.24,2.9,414.07,83,Contamination
7.76,1.51,411.37,0.1,21.18,2.93,13.91,69,Stagnation
7.61,0.32,394.21,0.91,13.44,3.21,299.74,15,Normal
7.0,0.53,330.39,0.84,10.51,2.86,324.71,10,Normal
7.03,9.63,1983.85,0.03,14.67,3.24,316.76,98,Contamination
6.4,2.82,861.13,0.74,17.3,2.72,323.17,69,Corrosion
6.81,0.74,212.66,1.04,14.01,2.55,197.0,10,Normal
6.87,0.51,339.78,0.69,19.06,2.63,333.96,12,Normal
7.14,0.64,389.62,0.16,19.26,2.59,20.39,65,Stagnation
6.97,0.58,617.35,0.73,17.16,2.91,276.26,13,Normal
7.86,4.31,853.77,0.07,24.38,3.12,229.65,87,Contamination
7.02,0.7,558.11,1.07,13.26,3.49,296.27,9,Normal
7.02,0.35,280.5,1.85,19.26,2.8,386.59,2,Normal
7.36,0.59,328.21,0.85,14.87,2.41,275.66,6,Normal
6.0,3.55,776.69,1.04,9.82,3.27,195.98,53,Corrosion
7.24,0.58,421.02,0.97,11.28,2.73,349.82,4,Normal
6.52,5.79,752.37,0.09,12.72,3.17,246.86,92,Contamination
7.5,0.5,344.12,1.48,14.79,2.89,345.46,0,Normal
6.76,0.1,515.8,0.75,17.59,3.01,241.8,6,Normal
7.49,5.18,876.8,0.0,11.07,3.02,253.23,93,Contamination
7.19,0.46,305.84,0.54,22.6,2.99,391.17,11,Normal
6.4,2.24,936.19,0.85,21.53,3.13,201.56,79,Corrosion
6.14,3.14,664.94,0.95,20.04,2.46,206.84,66,Corrosion
7.96,1.02,351.8,0.19,23.15,2.53,41.25,58,Stagnation
7.56,0.48,597.43,1.48,9.05,2.69,187.24,12,Normal
7.1,0.26,318.57,1.33,9.74,3.04,306.18,14,Normal
7.18,0.53,176.77,0.76,19.63,2.64,383.33,9,Normal
5.87,2.95,914.47,0.11,15.82,3.0,303.68,95,Contamination
7.48,1.84,527.15,0.0,21.45,3.02,33.2,44,Stagnation
6.9,0.48,539.01,0.17,20.16,2.72,45.99,44,Stagnation
6.4,3.78,1011.1,0.75,14.79,2.79,197.44,77,Corrosion
6.71,8.55,717.28,0.0,21.32,2.79,203.72,81,Contamination
7.18,0.46,356.89,1.21,11.0,3.0,289.45,9,Normal
7.21,0.15,347.74,1.01,16.62,3.55,340.3,3,Normal
7.34,0.75,369.62,1.47,18.36,2.87,396.2,15,Normal
7.68,2.3,480.32,0.04,20.46,2.39,24.29,46,Stagnation
7.58,0.49,238.6,1.06,15.38,2.86,313.38,12,Normal
7.19,0.63,457.5,1.11,11.1,3.64,222.2,10,Normal
7.16,0.28,439.63,1.04,14.49,3.46,355.42,6,Normal
6.74,7.61,1669.4,0.11,17.46,2.42,316.23,87,Contamination
6.27,1.88,904.51,0.78,20.16,3.54,320.51,51,Corrosion
7.17,1.14,464.88,0.88,21.28,0.98,92.08,44,Pression Faible
7.45,0.44,455.91,1.28,15.73,3.14,305.27,15,Normal
6.32,2.32,837.64,0.81,19.55,2.1,195.44,59,Corrosion
7.88,0.88,359.3,1.14,12.64,0.57,87.1,41,Pression Faible
6.98,0.83,432.94,0.94,9.87,1.21,88.89,25,Pression Faible
6.78,0.34,293.1,1.12,9.01,1.45,87.84,37,Pression Faible
7.12,0.2,320.35,1.23,18.77,2.69,357.09,13,Normal
7.77,1.2,376.21,0.04,25.65,2.55,43.3,51,Stagnation
6.1,2.14,1016.82,1.45,14.07,3.17,261.43,62,Corrosion
6.77,0.21,354.8,1.1,17.64,2.53,332.63,9,Normal
7.16,0.5,458.86,1.52,15.91,2.59,290.65,6,Normal
6.34,3.21,1033.16,0.65,11.9,3.04,177.15,67,Corrosion
7.41,0.64,353.23,0.97,15.6,2.82,230.92,4,Normal
7.19,0.51,536.1,0.77,18.21,2.66,232.77,1,Normal
6.76,4.12,792.42,0.15,16.19,3.59,250.26,89,Contamination
6.69,0.76,327.33,1.04,10.93,2.99,231.42,5,Normal
7.18,0.41,423.03,1.19,15.72,3.14,294.55,14,Normal
7.33,1.44,438.86,0.09,22.8,2.19,44.3,49,Stagnation
6.8,6.25,1186.64,0.08,19.36,2.89,372.44,86,Contamination
6.24,0.75,492.02,0.45,17.79,3.32,328.09,6,Normal
5.38,3.05,1101.44,0.63,17.32,2.66,303.12,50,Corrosion
7.11,0.38,396.07,0.6,14.58,3.11,343.5,3,Normal
7.6,0.48,585.23,0.24,22.23,2.27,24.68,67,Stagnation
7.14,0.56,369.55,0.74,18.07,3.08,247.38,13,Normal
7.62,1.28,378.19,0.22,22.27,2.44,29.17,45,Stagnation
7.33,0.78,391.95,1.22,10.74,0.82,95.54,23,Pression Faible
7.92,0.68,586.42,0.87,13.09,3.14,347.68,15,Normal
6.81,0.46,397.3,0.8,13.31,3.25,323.48,1,Normal
7.44,0.57,312.67,1.13,12.14,2.91,248.19,10,Normal
7.02,0.52,354.25,0.74,18.41,2.96,273.6,4,Normal
7.07,0.26,427.8,0.0,23.42,2.51,45.58,52,Stagnation
7.27,0.35,212.0,1.24,11.1,2.88,383.7,3,Normal
7.38,0.58,494.43,1.27,19.74,2.82,281.17,15,Normal
6.92,0.49,386.78,0.47,13.04,3.43,312.21,5,Normal
7.79,1.14,261.29,0.09,24.08,2.14,37.47,52,Stagnation
5.32,2.52,1008.9,0.71,23.42,2.6,215.3,75,Corrosion
7.58,0.82,305.87,0.0,23.52,2.41,47.02,42,Stagnation
5.82,3.07,1002.17,0.66,13.36,2.11,283.19,77,Corrosion
7.96,2.82,1088.87,0.02,20.21,2.8,366.15,92,Contamination
7.08,0.25,353.12,0.89,16.58,2.89,322.0,14,Normal
6.96,0.44,321.5,0.75,18.82,2.79,282.62,3,Normal
7.51,0.65,564.12,1.14,13.2,3.62,329.1,3,Normal
7.15,0.51,417.93,0.93,10.87,3.49,298.91,7,Normal
7.26,0.92,331.67,1.2,12.62,3.1,310.08,15,Normal
7.44,0.74,342.05,1.43,19.46,2.93,299.67,3,Normal
5.8,2.26,659.3,1.03,9.85,2.52,247.23,55,Corrosion
7.59,0.39,442.79,0.98,17.84,3.11,341.51,13,Normal
7.03,0.3,436.71,0.85,15.09,3.1,362.1,4,Normal
7.44,0.36,285.5,1.51,10.25,2.86,332.26,2,Normal
6.4,2.35,905.47,0.54,16.38,2.34,204.98,77,Corrosion
6.31,2.15,1083.45,0.75,11.89,3.27,171.08,55,Corrosion
7.02,0.46,500.58,0.84,12.22,3.05,289.3,0,Normal
7.06,0.54,279.64,0.48,21.42,3.03,308.71,15,Normal
6.97,0.68,346.65,0.16,13.3,2.92,291.5,3,Normal
5.92,1.98,751.7,0.71,11.06,2.02,255.88,56,Corrosion
7.23,1.06,374.44,0.54,9.18,0.93,88.45,48,Pression Faible
7.63,0.51,278.64,0.74,12.45,2.88,356.04,5,Normal
7.56,0.47,418.31,0.76,9.87,3.54,183.88,14,Normal
5.53,9.59,1204.98,0.0,20.73,3.13,233.37,83,Contamination
7.04,0.68,318.31,1.08,19.27,2.28,282.94,6,Normal
7.6,0.3,397.04,0.2,20.59,2.05,41.31,42,Stagnation
7.33,0.49,390.16,1.31,15.88,3.19,265.37,1,Normal
6.62,0.62,510.09,0.93,17.66,2.9,295.47,3,Normal
7.73,0.44,364.94,0.44,17.07,2.79,307.36,11,Normal
7.11,0.67,388.23,0.89,18.53,1.66,93.01,25,Pression Faible
7.58,0.67,449.46,1.44,11.07,2.79,258.95,0,Normal
7.11,0.64,288.49,1.15,13.24,2.9,310.02,1,Normal
7.7,0.59,391.99,0.58,12.83,0.87,84.9,36,Pression Faible
7.33,1.01,324.64,1.05,15.34,1.18,55.17,29,Pression Faible
7.56,1.29,460.17,0.14,23.39,2.17,27.83,54,Stagnation
7.35,0.45,495.94,1.03,9.14,3.25,294.14,15,Normal
6.79,1.07,323.16,0.18,21.93,2.22,38.11,56,Stagnation
7.34,0.73,275.44,0.65,12.43,1.42,46.38,31,Pression Faible
7.48,1.07,553.55,0.12,23.07,2.34,17.69,56,Stagnation
7.1,0.66,477.49,0.87,12.42,2.68,293.17,3,Normal
7.55,1.94,462.33,0.16,20.44,2.51,31.4,41,Stagnation
7.16,0.5,412.62,1.14,18.51,2.32,355.69,6,Normal
6.69,0.56,635.56,0.99,15.54,2.91,333.36,6,Normal
7.31,0.6,388.56,0.56,14.64,1.07,82.73,39,Pression Faible
6.99,0.46,400.88,1.02,15.82,2.95,260.67,11,Normal
7.22,0.46,502.46,1.35,10.88,3.19,340.89,13,Normal
6.8,0.62,489.6,0.72,14.29,3.06,328.52,8,Normal
6.9,0.73,197.07,1.4,16.65,2.81,343.22,5,Normal
6.89,0.52,423.85,1.07,12.48,2.85,306.34,2,Normal
6.98,0.88,338.59,1.2,19.69,1.11,98.41,41,Pression Faible
7.14,0.31,357.43,1.03,9.64,3.19,304.3,4,Normal
7.5,0.62,411.99,0.89,19.57,3.65,283.04,2,Normal
7.92,0.85,391.23,0.06,23.37,2.18,45.5,48,Stagnation
7.48,1.0,370.62,1.15,6.25,1.33,83.2,42,Pression Faible
6.75,1.4,509.09,0.0,19.63,3.12,28.14,62,Stagnation
7.49,0.73,439.39,1.31,8.66,2.93,145.97,5,Normal
6.68,0.39,333.46,1.01,14.94,3.04,308.74,4,Normal
7.3,0.31,327.52,0.99,14.94,2.68,354.08,13,Normal
7.42,0.33,379.16,1.6,15.48,3.12,269.55,7,Normal
7.11,0.8,411.33,0.98,15.02,3.76,301.99,3,Normal
6.95,0.37,478.08,0.57,16.35,2.78,207.06,13,Normal
6.91,0.51,539.52,1.27,14.12,3.29,282.16,2,Normal
6.76,0.5,249.41,1.24,17.42,2.74,307.28,10,Normal
6.05,3.2,650.99,0.98,12.05,3.11,313.76,54,Corrosion
6.46,8.44,727.79,0.1,23.75,3.0,290.22,87,Contamination
7.29,0.38,662.46,0.82,18.95,2.78,379.84,3,Normal
7.8,0.58,428.67,0.71,11.77,3.09,372.91,7,Normal
7.04,0.94,338.99,1.07,15.7,2.97,197.81,3,Normal
5.75,2.66,880.8,0.99,18.27,2.7,192.25,53,Corrosion
7.66,0.23,340.47,0.75,17.24,3.4,291.32,9,Normal
7.27,0.59,580.4,0.47,17.23,3.11,281.46,15,Normal
7.3,0.65,458.32,1.65,15.38,3.01,290.94,11,Normal
6.22,2.47,902.64,0.81,15.6,2.56,275.09,77,Corrosion
7.11,0.62,411.08,0.88,19.69,2.97,331.14,8,Normal
7.22,0.19,393.3,0.0,21.53,2.94,20.95,68,Stagnation
6.57,0.8,352.46,1.0,17.36,3.16,337.53,10,Normal
7.47,0.28,258.57,1.25,12.65,1.0,54.74,32,Pression Faible
7.08,0.43,306.25,0.68,15.96,2.76,269.68,12,Normal
6.54,0.89,494.18,0.85,12.3,3.0,299.17,4,Normal
6.82,0.1,347.39,0.53,15.51,3.05,251.34,4,Normal
7.29,2.08,527.51,0.05,26.58,2.14,21.87,44,Stagnation
7.17,0.19,579.03,1.05,12.63,3.13,307.3,8,Normal
7.11,0.26,256.38,1.66,10.94,3.51,257.76,11,Normal
6.32,2.87,1033.08,1.02,11.17,2.53,167.92,57,Corrosion
7.58,0.54,251.9,0.08,17.58,2.58,17.42,53,Stagnation
5.66,0.68,1230.02,0.36,14.91,2.08,199.86,55,Corrosion
7.73,0.56,327.64,0.99,13.32,2.97,337.19,11,Normal
5.87,2.68,947.3,0.7,13.79,2.59,291.95,66,Corrosion
7.43,0.27,373.9,0.77,17.4,2.86,410.05,13,Normal
7.27,0.74,298.54,1.0,16.85,2.69,301.02,7,Normal
7.52,0.43,314.82,1.54,11.48,3.05,264.59,2,Normal
6.92,1.02,379.45,1.02,8.23,1.35,65.59,33,Pression Faible
5.25,4.01,1020.2,0.87,19.75,2.9,202.08,77,Corrosion
7.15,0.36,349.96,0.62,12.09,3.27,316.6,2,Normal
7.05,0.29,359.46,0.49,15.38,3.28,418.35,7,Normal
6.87,1.07,329.28,0.56,11.61,1.24,61.38,25,Pression Faible
7.02,0.41,326.0,0.76,7.71,3.03,303.38,2,Normal
5.68,2.79,1179.38,0.81,19.99,3.7,401.83,67,Corrosion
6.84,0.45,355.56,0.94,19.76,1.39,55.93,45,Pression Faible
6.51,5.92,753.25,0.05,13.25,2.4,252.65,93,Contamination
7.66,1.4,459.67,0.2,23.77,2.56,30.66,69,Stagnation
6.05,2.38,465.13,1.14,17.19,2.31,335.67,65,Corrosion
7.02,0.48,502.36,1.07,19.01,2.89,384.56,3,Normal
6.97,0.76,173.49,0.67,15.89,2.88,296.26,6,Normal
7.21,0.44,288.41,0.97,13.0,1.6,76.16,43,Pression Faible
7.42,0.59,339.88,0.41,18.55,2.71,279.81,13,Normal
5.94,2.46,1092.39,0.8,15.62,3.21,286.04,73,Corrosion
6.98,0.27,317.63,0.99,11.26,3.03,293.54,1,Normal
6.48,0.5,161.42,0.07,24.15,1.93,16.78,70,Stagnation
7.15,0.29,293.13,1.16,13.52,2.55,195.61,7,Normal
7.86,0.73,354.84,1.03,13.53,3.15,257.29,11,Normal
6.57,6.91,1636.16,0.09,22.94,2.81,268.85,96,Contamination
6.62,0.51,437.9,0.91,12.67,3.37,331.59,1,Normal
7.59,0.31,329.18,1.36,14.86,2.83,275.02,12,Normal
7.2,0.7,383.95,1.24,16.4,2.74,256.04,3,Normal
7.06,0.23,348.59,1.45,14.91,2.77,395.79,7,Normal
6.26,4.08,1568.85,0.08,17.48,3.15,315.03,83,Contamination
6.84,0.1,343.27,1.33,13.71,3.14,309.22,15,Normal
6.69,0.42,435.89,0.76,13.91,3.12,303.63,6,Normal
7.51,0.58,304.42,0.86,15.06,3.4,276.32,12,Normal
6.68,0.59,324.44,0.61,15.06,3.29,271.31,9,Normal
7.35,1.0,479.18,0.68,11.64,0.9,95.82,50,Pression Faible
7.77,0.72,663.26,0.0,24.0,2.96,31.1,66,Stagnation
6.38,4.5,1121.37,0.1,13.2,2.35,318.1,94,Contamination
7.47,9.94,785.3,0.04,22.65,2.94,290.23,95,Contamination
7.44,0.38,485.14,0.62,10.44,2.92,171.84,0,Normal
7.53,0.33,478.24,0.12,21.86,2.63,32.04,50,Stagnation
7.11,0.87,439.33,1.23,18.22,3.2,403.14,3,Normal
7.25,0.5,335.04,0.92,12.81,3.2,254.38,5,Normal
7.22,0.61,415.03,0.73,17.1,2.97,156.36,0,Normal
6.9,0.78,548.43,1.16,17.35,2.77,286.99,15,Normal
7.57,0.59,406.49,0.94,18.52,3.34,332.48,4,Normal
7.22,0.43,469.3,0.67,12.32,2.56,361.76,15,Normal
6.98,0.58,387.44,1.87,16.33,2.44,358.77,8,Normal
7.08,0.46,332.75,1.06,15.55,2.81,274.59,12,Normal
7.23,0.1,255.85,1.5,15.98,2.84,215.2,11,Normal
7.18,0.7,663.92,1.57,12.34,2.85,226.43,5,Normal
6.95,0.46,363.29,1.62,11.05,2.99,196.83,8,Normal
7.3,0.23,510.26,0.91,10.79,2.37,251.07,14,Normal
7.6,1.41,400.16,0.19,19.73,1.62,32.83,54,Stagnation
7.59,0.76,270.02,0.84,17.17,2.81,305.27,11,Normal
5.71,1.63,720.73,1.09,16.04,3.31,281.23,50,Corrosion
7.68,0.66,475.93,0.96,24.03,3.03,201.33,6,Normal
7.28,0.3,501.7,1.22,14.43,2.73,307.32,9,Normal
7.01,0.66,455.6,1.88,13.66,2.91,292.26,12,Normal
7.17,0.71,372.37,1.59,16.75,2.85,262.94,10,Normal
7.51,0.81,400.91,0.72,14.82,1.01,107.23,25,Pression Faible
7.79,1.11,431.05,0.11,21.99,2.21,10.99,70,Stagnation
6.96,0.47,326.22,1.25,14.31,3.56,271.93,8,Normal
7.24,0.44,443.98,1.32,16.82,2.39,324.99,15,Normal
6.9,0.44,468.93,0.66,18.47,2.89,408.55,4,Normal
7.22,0.84,519.77,0.82,11.09,3.03,270.87,12,Normal
7.67,0.45,369.96,0.58,16.26,2.65,322.12,12,Normal
7.37,0.35,495.66,0.92,10.59,3.46,253.83,3,Normal
6.2,2.84,977.84,0.91,13.09,3.48,307.37,54,Corrosion
7.34,0.23,302.16,1.2,8.99,3.1,233.44,0,Normal
5.65,1.37,949.22,1.13,17.04,2.98,260.08,57,Corrosion
7.4,0.59,128.49,1.27,17.4,2.89,201.29,10,Normal
7.27,0.57,355.95,1.06,18.22,3.72,307.35,0,Normal
7.3,0.34,349.86,0.96,18.53,3.25,396.47,9,Normal
6.75,0.24,510.21,1.43,15.1,1.66,262.82,2,Normal
6.13,1.78,937.03,1.37,20.28,3.12,246.13,57,Corrosion
7.3,1.58,452.54,0.11,18.9,2.29,37.52,63,Stagnation
6.87,0.55,441.25,1.14,16.68,3.19,268.81,7,Normal
6.76,0.33,472.99,0.64,11.88,2.69,207.7,3,Normal
6.08,8.0,984.97,0.0,15.95,3.05,208.46,87,Contamination
7.88,0.48,410.45,0.06,20.88,2.48,37.79,53,Stagnation
7.19,0.38,445.73,1.06,12.99,3.01,262.38,3,Normal
5.65,3.14,989.39,1.03,17.91,2.45,310.08,66,Corrosion
7.38,1.66,437.49,0.13,22.69,2.74,13.65,46,Stagnation
6.73,1.0,435.64,0.67,16.09,0.78,145.29,38,Pression Faible
8.02,1.51,457.56,0.04,19.38,2.47,21.4,44,Stagnation
6.96,0.22,424.97,0.89,16.61,3.14,311.47,4,Normal
8.0,0.66,273.94,1.14,14.84,2.6,228.92,8,Normal
7.34,1.01,295.37,1.19,15.85,1.56,101.79,49,Pression Faible
7.15,0.83,287.59,1.72,12.36,2.99,271.64,0,Normal
7.35,2.66,403.73,0.19,21.53,2.78,24.56,42,Stagnation
7.2,7.26,983.46,0.19,20.72,2.83,265.14,92,Contamination
7.23,0.26,578.23,1.13,14.74,3.31,263.92,9,Normal
5.54,2.4,925.51,0.96,11.57,2.62,64.99,57,Corrosion
6.85,0.64,496.1,0.66,14.03,3.01,353.91,13,Normal
7.66,0.53,373.94,0.57,15.32,3.62,364.51,13,Normal
7.57,1.35,381.15,0.06,22.3,2.55,40.11,49,Stagnation
7.49,0.6,300.09,0.71,12.34,3.07,198.68,11,Normal
7.2,0.78,466.68,0.89,12.91,3.24,315.3,11,Normal
5.9,2.03,915.28,0.71,18.35,3.3,167.97,57,Corrosion
6.83,0.77,416.58,0.66,17.95,3.1,410.16,1,Normal
7.13,0.72,255.12,1.42,17.83,3.48,355.53,0,Normal
7.17,0.27,339.79,0.47,12.24,3.13,297.61,10,Normal
7.13,0.34,222.76,1.05,16.14,2.7,273.33,15,Normal
7.66,0.73,251.56,0.97,19.36,2.94,286.55,3,Normal
7.53,0.7,493.53,0.92,16.99,3.45,297.51,8,Normal
7.08,1.17,604.54,1.53,13.88,1.12,59.42,31,Pression Faible
7.24,0.29,347.34,1.21,16.17,2.46,378.51,3,Normal
6.87,0.31,276.11,0.8,12.31,2.74,176.79,0,Normal
7.55,1.32,674.44,0.15,21.01,2.14,29.04,64,Stagnation
7.36,4.99,1218.3,0.14,16.46,2.33,343.67,90,Contamination
7.29,0.16,442.76,0.7,16.32,3.57,291.15,11,Normal
6.4,1.52,596.12,1.41,16.92,3.05,319.12,68,Corrosion
7.04,0.67,467.35,0.61,19.54,3.39,235.81,11,Normal
7.26,0.45,541.83,0.58,25.81,2.95,336.92,8,Normal
7.62,0.46,388.51,0.85,12.34,3.08,293.24,12,Normal
7.05,0.41,457.62,0.76,14.26,3.27,312.36,3,Normal
6.89,0.5,443.7,1.3,12.73,2.83,265.24,3,Normal
7.01,0.58,459.45,1.32,14.73,2.58,333.47,6,Normal
7.25,0.51,271.66,0.94,11.42,3.14,278.51,14,Normal
7.04,0.34,502.71,0.82,15.26,0.98,46.99,22,Pression Faible
7.04,0.69,429.28,0.79,12.84,0.75,80.97,39,Pression Faible
6.96,0.76,415.01,1.17,14.25,3.06,255.46,15,Normal
6.85,0.8,457.04,0.32,13.5,1.75,89.58,26,Pression Faible
7.66,0.37,354.21,1.29,16.87,2.97,236.87,4,Normal
7.55,1.0,242.81,1.42,13.6,2.9,313.48,6,Normal
6.84,0.49,238.87,1.14,21.7,2.81,291.56,8,Normal
6.9,7.97,1321.67,0.1,15.98,3.03,131.61,97,Contamination
7.4,0.43,367.24,1.12,10.39,1.53,77.51,48,Pression Faible
7.64,0.32,218.72,0.99,16.76,3.2,243.23,3,Normal
6.71,0.71,451.64,1.04,19.72,1.09,43.1,22,Pression Faible
7.56,0.54,428.22,1.23,18.79,2.99,358.83,0,Normal
7.37,0.37,376.68,1.19,12.87,3.27,307.91,8,Normal
7.65,1.92,485.66,0.11,21.83,2.46,33.12,44,Stagnation
7.61,0.38,331.25,1.39,13.3,3.06,270.41,1,Normal
5.33,2.66,1123.03,0.78,11.56,2.84,204.64,72,Corrosion
6.41,0.48,451.77,1.35,20.27,3.2,346.68,12,Normal
6.81,0.82,526.74,0.89,17.04,3.17,373.51,2,Normal
7.15,0.35,351.0,1.27,9.24,2.1,344.71,12,Normal
7.28,0.5,269.45,0.49,13.1,3.11,270.71,12,Normal
7.47,0.31,348.07,1.21,13.87,2.9,267.83,8,Normal
6.95,0.57,448.37,1.07,13.15,2.94,379.8,0,Normal
6.77,0.88,409.97,0.95,17.86,2.38,369.02,6,Normal
7.76,0.72,189.77,1.23,19.94,3.46,229.6,0,Normal
7.81,9.59,1208.84,0.0,21.31,3.22,293.04,96,Contamination
6.84,0.7,323.12,1.12,19.67,2.5,345.39,8,Normal
7.14,0.46,451.43,0.77,11.47,2.46,361.59,7,Normal
7.09,0.61,351.5,0.65,16.96,3.1,288.16,8,Normal
7.29,0.31,506.06,1.39,17.28,2.89,302.97,5,Normal
7.67,0.76,599.39,0.77,12.39,3.04,320.34,7,Normal
7.16,0.42,526.74,0.97,11.35,2.67,312.35,4,Normal
8.1,0.51,368.51,1.62,13.55,1.34,117.52,28,Pression Faible
6.91,0.71,351.56,0.44,19.71,1.02,62.48,28,Pression Faible
6.64,7.86,1233.87,0.01,19.64,3.14,298.81,81,Contamination
7.41,1.71,432.08,0.26,20.48,2.27,20.96,47,Stagnation
7.13,0.8,267.44,0.93,16.7,0.76,69.58,26,Pression Faible
7.37,0.28,368.4,1.33,20.39,3.13,291.54,0,Normal
7.3,1.66,563.34,0.0,23.82,2.32,21.4,60,Stagnation
7.44,1.7,480.94,0.13,22.7,2.64,28.86,51,Stagnation
7.39,0.37,465.1,1.26,17.1,3.23,323.24,8,Normal
6.4,0.68,1070.75,1.39,14.13,2.51,327.18,63,Corrosion
6.26,4.67,1250.98,0.01,21.5,2.66,318.03,89,Contamination
7.29,0.83,516.53,0.84,11.21,3.25,267.33,1,Normal
7.37,0.67,517.9,0.04,21.93,2.49,31.84,40,Stagnation
7.53,5.51,977.57,0.0,18.41,2.85,264.48,87,Contamination
6.03,3.18,1122.38,0.34,14.92,3.18,345.76,58,Corrosion
6.95,0.78,264.99,1.34,14.15,3.47,276.8,0,Normal
7.11,0.47,246.29,0.47,16.53,3.3,330.38,3,Normal
